MID	Name	Description
m.014p33	Judith Reisman	American author
m.014pkc	Guy Debord	French philosopher
m.014ps4	Gene Wolfe	American fiction writer
m.014ptb	John Paxson	American basketball player
m.014px_	Luc Longley	Australian coach
m.014pxk	Greg Norman	Australian professional golfer
m.014pyb	Ned Kelly	Australian bushranger
m.014pys	Rolf Harris	Australian entertainer
m.014pzz	Mia Hamm	American soccer player
m.014qjt	Karl Schwarzschild	German physicist
m.014qv7	Gavin Rossdale	Singer
m.014qvp	Brian Nielsen	Danish boxer
m.014r6r	Prunella Scales	Actress
m.014r8b	Rachel Bolan	Bassist
m.014r93	Samuel West	Actor
m.014rpb	Timothy West	Film actor
m.014rqr	Richard Briers	Actor
m.014rt3	Zhang Chunqiao	Chinese writer
m.014rt_	Wang Hongwen	Chinese Politician
m.014rtk	Yao Wenyuan	Literary critic
m.014rzl	Theodore Roethke	American poet
m.014s60	Joseph Merrick	
m.014s81	Eddie Cicotte	American baseball player
m.014sbz	Victor Fleming	American film director
m.014scr	Prince Andrew of Greece and Denmark	Prince of Greece
m.014sfv	Herbert W. Armstrong	American television evangelist
m.014sj7	Ron Stander	Boxer
m.014sjl	Bernard Francis Law	American author
m.014skb	Daniela Luján	Mexican singer
m.014sn2	Trent Lott	Former United States Senator
m.014tkl	Isabel Allende	Writer
m.014ts2	Tim Pat Coogan	Irish writer
m.014v1q	Burl Ives	American singer
m.014v5b	Shirley Jackson	American writer
m.014v6f	Cuba Gooding Jr.	American actor
m.014v6x	Haylie Duff	American actress
m.014vbq	Edward Bernays	Public relations consultant
m.014vk4	Condoleezza Rice	Former United States Secretary of State
m.014vnb	Jimmie Foxx	Baseball first baseman
m.014vtj	Neil Hamilton	British Politician
m.014vy9	Paul Lincke	German composer
m.014w3g	Sid Vicious	Bassist
m.014wsb	Iannis Xenakis	French-Greek composer
m.014ww_	Rachel Whiteread	Artist
m.014x0w	Ednita Nazario	Puerto Rican singer
m.014x2j	Igor of Kiev	Ruler
m.014x3c	Yaropolk I of Kiev	Ruler
m.014x4m	Robert J. Van de Graaff	American physicist
m.014x77	Rachel Weisz	American-British actress
m.014x8j	Dale Earnhardt Jr.	American race car driver
m.014xn7	Evander Holyfield	American professional boxer
m.014xr2	Rhonda Shear	American television personality
m.014xw5	Harry Nyquist	American-Swedish engineer
m.014xzx	Rupert Grint	Actor
m.014y0w	Denis Sassou Nguesso	President of Republic of the Congo
m.014y6	Anthony Head	Actor
m.014y7g	Julian Beck	American actor
m.014y7t	Will Sampson	American painter
m.014yk8	Bruiser Brody	American professional wrestler
m.014yqb	Tempestt Bledsoe	American actress
m.014z8v	George Carlin	American comedian
m.014zcr	George Clooney	American actor
m.014zfs	Bill Cosby	American comedian
m.014zn0	Dana Andrews	American film actor
m.014zxh	Stanley Holloway	Film actor
m.014zxv	Barbara Windsor	Actress
m.014zy	Arlo Guthrie	American singer-songwriter
m.014zyp	Joan Sims	Actress
m.014zzk	Hattie Jacques	Actress
m.015010	Jacqueline Bisset	Film actress
m.015076	River Phoenix	American actor
m.01507p	David Boreanaz	American actor
m.01509x	Alexis Denisof	American actor
m.0150bp	Charisma Carpenter	American actress
m.0150j5	J. August Richards	American actor
m.0150m1	Chad Kroeger	Canadian singer-songwriter
m.0150mg	Glen Matlock	English musician
m.0150my	Harrison Birtwistle	British composer
m.0150p7	John F. Kennedy Jr.	American lawyer
m.0150rl	Rosamund Pike	Actress
m.0150t6	Hans Zimmer	Film score composer
m.01515w	Edward Norton	American actor
m.015196	Glenn Danzig	American singer-songwriter
m.01519n	Gloria Trevi	Mexican singer-songwriter
m.0151fv	Phoebe Cates	American actress
m.0151n1	Lou Diamond	
m.0151ns	Milla Jovovich	Actress
m.0151p8	Iain Duncan Smith	Former Secretary of State for Work and Pensions of the United Kingdom
m.0151w_	Ben Affleck	American actor
m.0151xv	Dirk Bogarde	English actor
m.0151zx	Peter Cushing	Actor
m.01520h	Richard Dreyfuss	American actor
m.0152cw	Jewel	American singer-songwriter
m.0152gd	Miloš Obilić	
m.0152pr	Mansa Musa	Political figure
m.0152xn	Carmen Basilio	American professional boxer
m.015302	Italo Svevo	Italian writer
m.01538k	Gustav Meyrink	Austrian author
m.0153dp	Clarence Darrow	American lawyer
m.0153v9	Jacky Ickx	Belgian racing driver
m.0153vt	Alex D. Linz	American former child actor
m.0153y1	Zena Grey	Actor
m.015418	Mahmoud Hessabi	Iranian physicist
m.01541z	Michelle Forbes	American actress
m.01547g	Felicity Kendal	Actress
m.015484	Hiero II of Syracuse	Tyrant
m.0154d7	Mark Hamill	American actor
m.0154ff	Lynn Johnston	Canadian cartoonist
m.0154hr	Hazel McCallion	Special Adviser on Municipal Affairs
m.0154nf	Barbara Frum	Canadian journalist
m.0154pg	Fredric Wertham	American psychiatrist
m.0154qm	Cate Blanchett	Actress
m.0154r3	Bill Frist	Former United States Senator
m.0154s9	Stanley B. Prusiner	American neurologist
m.0154x6	Edith Wharton	American novelist
m.01550k	Constantine II of Greece	King
m.015511	Paul of Greece	King
m.015520	George II of Greece	King of Greece
m.01552j	Constantine I of Greece	King of Greece
m.015530	Alexander of Greece	King
m.01558d	Mengistu Haile Mariam	Ethiopian politician
m.0155mx	Taharqa	Pharaoh
m.0155yx	Tiny Tim	American singer
m.0155zp	Kostya Tszyu	Professional boxer
m.01564j	Walter Sickert	Painter
m.015687	Richard Corben	American illustrator
m.01568p	Adam Lamberg	American actor
m.0156dg	Lisa Bonet	American actress
m.0156y1	Andy Devine	American character actor
m.01574b	Kim Hunter	American film actress
m.01576	Benjamin Lee Whorf	American chemical engineer
m.015796	Isadora Duncan	Dancer
m.0157m	Bill Clinton	42nd U.S. President
m.0157r6	Jonathan M. Wainwright	American officer
m.0157ry	Daniel Chester French	American sculptor
m.015865	Manuel L. Quezon	Former President of the Philippines
m.015882	Linda Ronstadt	American singer
m.0158r2	Camilla, Duchess of Cornwall	British duchess
m.0158tn	Fred Phelps	American attorney
m.01592l	Seán T. O'Kelly	Former President of Ireland
m.015930	Erskine Hamilton Childers	Former President of Ireland
m.01598m	Kyla Pratt	American actress
m.0159h6	Emma Thompson	British actress
m.0159tc	Cecil Day-Lewis	Poet
m.0159vf	Vachel Lindsay	American poet
m.0159wm	William Hague	Former Secretary of State for Foreign Affairs
m.0159xc	Gopal Krishna Gokhale	Indian Political leader
m.015_2l	Roy E. Disney	Executive
m.015_3s	Ealhmund of Kent	
m.015_44	Mia St. John	American-Mexican professional boxer
m.015_5p	Cyrus Vance	Former United States Secretary of State
m.015_n2	Karl Renner	Austrian politician
m.015b1j	Ray Hnatyshyn	Former Governor General of Canada
m.015b67	Rodney Dangerfield	American comedian
m.015bhj	Gerd von Rundstedt	German military officer
m.015bk6	Peter Benenson	British lawyer
m.015blc	László Papp	Hungarian boxer
m.015bnf	Adrienne Clarkson	Former Governor General of Canada
m.015brk	Caroll Spinney	American puppeteer
m.015bt8	Mickey Cochrane	American professional baseball player
m.015bvl	Frances Hodgson Burnett	American-British novelist
m.015bw2	Lance Bass	American singer
m.015byh	António de Oliveira Salazar	Former Acting President of Portugal
m.015c2f	Cynthia Nixon	American actress
m.015c4g	Robert Duvall	American actor
m.015cbq	Bob Hope	American-British comedian
m.015chm	Richard K. Sutherland	Officer
m.015cpn	Louis II, Prince of Monaco	Prince of Monaco
m.015cx2	Princess Charlotte, Duchess of Valentinois	
m.015cyn	David Hidalgo	American singer-songwriter
m.015czg	Lyman Bostock	American professional baseball player
m.015d2r	Dan O'Herlihy	Irish film actor
m.015d3h	Ernest Borgnine	American actor
m.015dcj	Rock Hudson	American actor
m.015dgg	Suge Knight	American executive
m.015djp	Anthony Franciosa	American film actor
m.015dk3	Warren G	American rapper
m.015dlv	Laurence Harvey	Actor
m.015dnt	Trevor Howard	Actor
m.015dqj	Maximilian Schell	Austrian-Swiss film actor
m.015dqz	Stuart Whitman	American actor
m.015ds1	Erich Kleiber	Argentine-Austrian conductor
m.015dsk	Robert Franklin Stroud	American author
m.015dsz	Carlos Kleiber	Austrian conductor
m.015dvx	Andrew W. Mellon	Former United States Secretary of the Treasury
m.015dx	Brooke Burke	American actress
m.015dy6	Aryeh Kaplan	American rabbi
m.015dz8	Pablo Escobar	Colombian drug lord
m.015f10	Kid Chocolate	Cuban boxer
m.015f6_	Paddy Ashdown	Former High Representative for Bosnia and Herzegovina
m.015f7	Britney Spears	American singer-songwriter
m.015fxn	Wilnelia Merced	Actress
m.015fyd	P. D. James	Writer
m.015g36	Elsa Lanchester	Actress
m.015g98	Donald Keyhoe	American writer
m.015g_7	Ryan O'Neal	American actor
m.015gd3	Tamara de Lempicka	Painter
m.015ghl	Katie Hnida	American football player
m.015gjr	Marcello Mastroianni	Italian film actor
m.015gqm	Oskar Werner	Austrian actor
m.015gr_	Herb Ritts	American photographer
m.015grj	Alan Arkin	American actor
m.015gsv	Cliff Robertson	American actor
m.015gx1	Ron Moody	Actor
m.015gy7	Melvyn Douglas	American actor
m.015gzc	Gulbuddin Hekmatyar	
m.015h25	Jean Vigo	French film director
m.015h5t	Floyd Patterson	American professional boxer
m.015h7y	Richard Krajicek	Dutch tennis player
m.015hq3	Frank Norris	American journalist
m.015htz	Jodie Sweetin	American actress
m.015hws	Kenneth Grahame	Scottish writer
m.015j58	Vladimir Mayakovsky	Russian-Soviet poet
m.015j6h	Steve Yzerman	Ice hockey player
m.015j6y	The Andrews Sisters	Singing group
m.015j8x	Willie Pep	American professional boxer
m.015jdk	Gaston Leroux	French journalist
m.015jjw	Maurice Maeterlinck	Belgian playwright
m.015jm7	Tibullus	Poet
m.015jvm	Albert I, Prince of Monaco	Prince of Monaco
m.015k04	Frida Kahlo	Mexican painter
m.015k7	Gautama Buddha	Philosopher
m.015k9x	Vigdís Finnbogadóttir	Former President of Iceland
m.015k_5	George Ritzer	American sociologist
m.015kbd	Ólafur Ragnar Grímsson	Former President of Iceland
m.015khm	Paul-Henri Spaak	Belgian Politician
m.015kj2	Sol Plaatje	South African journalist
m.015klf	Thorstein Veblen	American economist
m.015ksl	Naunton Wayne	British character actor
m.015ksy	Simon Weston	
m.015kt_	Bill Owen	English actor
m.015kvb	Ewan MacColl	Singer
m.015ky1	Booth Tarkington	American novelist
m.015l1l	Chuck Wepner	American professional boxer
m.015l51	Octavio Paz	Mexican poet
m.015l6b	Neal Adams	American comic book artist
m.015l76	Hugo Banzer	Bolivian Politician
m.015lg2	Sari Nusseibeh	President of Al-Quds University
m.015lzh	Robert Capa	American-Hungarian photographer
m.015m1z	Marc Riboud	French photographer
m.015m2c	Annie Leibovitz	American photographer
m.015m2v	Daniel arap Moi	Former President of Kenya
m.015m5h	Inge Morath	Austrian photographer
m.015m_9	Katherine Mansfield	Writer
m.015mfy	Pascal Couchepin	Former Member of the Swiss Federal Council
m.015mgc	Louis Blériot	French aviator
m.015mpg	Ngaio Marsh	New Zealand writer
m.015mpv	Christopher Pike	American author
m.015mrk	Lauryn Hill	American singer
m.015myc	Jeff Fenech	Australian professional boxer
m.015mzl	Jacobo Timerman	Publisher
m.015n3b	Longinus	Soldier
m.015ncq	Joan Littlewood	Theatre director
m.015nd2	Celia Johnson	English actress
m.015nhn	Glenda Jackson	Actress
m.015nn6	Dina Merrill	American actress
m.015npr	Aamir Khan	Indian actor
m.015nqh	Guthrum	Political leader
m.015nr6	Barbara Bush	Former First Lady of the United States
m.015nsx	Menachem Mendel Schneerson	Rabbi
m.015nvj	Carol Reed	Film director
m.015nxw	Denis Healey	Former Chancellor of the Exchequer
m.015nz8	Theobald von Bethmann-Hollweg	Politician
m.015p0c	Dennis Conner	American yachtsman
m.015p37	Janeane Garofalo	American actress
m.015p3p	Harry Dean Stanton	American actor
m.015p_p	Leon Festinger	American social psychologist
m.015ph6	Michael Eisner	American businessman
m.015phm	Jimmy Reed	American musician
m.015pjw	Karl Haushofer	German politician
m.015pkc	Tobey Maguire	American actor
m.015pqq	Dandy Nichols	English actress
m.015pr1	Teófilo Stevenson	Cuban boxer
m.015pt7	Ginger Baker	Drummer
m.015pvh	Bonnie Hunt	American actress
m.015px7	Mario Vargas Llosa	Writer
m.015pxr	Ricky Gervais	Comedian
m.015py4	Heinrich Mann	Novelist
m.015pz3	Mwai Kibaki	Former President of Kenya
m.015q2t	Peter Shaffer	Playwright
m.015q36	Anthony Shaffer	English playwright
m.015q3m	Maceo Parker	American soloist
m.015q43	Julie Christie	British actress
m.015q7v	Tom Courtenay	Actor
m.015q9_	Eamonn Andrews	Irish television presenter
m.015qc1	Craig Mundie	
m.015qgb	Joanne Harris	English author
m.015qh4	Hank Williams	American singer-songwriter
m.015ql4	John Profumo	British politician
m.015ql_	Christine Keeler	Model
m.015qlm	Valerie Hobson	Actress
m.015qmd	Mandy Rice-Davies	Model
m.015qp7	Kate Greenaway	Artist
m.015qpn	Leon Spinks	American professional boxer
m.015qq1	Paul Winfield	American television actor
m.015qty	Lionel Bart	Writer
m.015qv9	François Mauriac	French novelist
m.015qxn	Yoshiyuki Tomino	Japanese director
m.015qyf	James Whitmore	American film actor
m.015qzv	Giancarlo Giannini	Italian actor
m.015r3b	Mary Wesley	Novelist
m.015r3q	John T. Scopes	Teacher
m.015r43	Cecil Adams	Author
m.015r4v	Pierre Monteux	Conductor
m.015r7d	Edith Nesbit	English author
m.015r9d	Kerri Strug	American gymnast
m.015rbw	Abraham Isaac Kook	Rabbi
m.015rhv	Roddy McDowall	Actor
m.015rmq	Georg Solti	British-Hungarian conductor
m.015rp8	Dennis Potter	Television screenwriter
m.015rxq	John Redwood	Member of Parliament of the United Kingdom
m.015s_3	Luigi Luca Cavalli-Sforza	Geneticist
m.015sfn	Fusako Shigenobu	
m.015sxw	Tracey Emin	Artist
m.015t56	Elijah Wood	American actor
m.015t7v	Bernard Hill	Film actor
m.015t_m	Hugh Masekela	South African trumpeter
m.015thk	John Mayall	Singer
m.015tm5	Andrew Golota	Professional boxer
m.015tp7	Abdullah II	King of Jordan
m.015tsz	Walther Rathenau	Industrialist
m.015tv5	Mort Walker	American writer
m.015ty7	Jean Giraud	French artist
m.015tyq	Harald Schmidt	German actor
m.015v3r	Ethan Hawke	American actor
m.015v98	Willa Cather	American writer
m.015vn7	Joe Foss	Former Governor of South Dakota
m.015vql	Michael Hordern	English film actor
m.015vyh	Nobusuke Kishi	Former Prime Minister of Japan
m.015wfg	Roy Scheider	American actor
m.015wfy	Herbert Blomstedt	American-Swedish conductor
m.015wgw	Clyde McPhatter	American singer
m.015wkb	Grand Duke Michael Alexandrovich of Russia	Former Emperor of All Russia
m.015wks	Leopold Stokowski	Conductor
m.015wtp	Chesty Puller	Officer
m.015wvz	Ivan Bunin	Russian writer
m.015wx7	Lupe Pintor	Mexican professional boxer
m.015x07	Scotty Moore	American guitarist
m.015x10	Solomon Burke	American preacher
m.015x1f	Curtis Mayfield	American singer-songwriter
m.015x3n	Kate Douglas Wiggin	American author
m.015x4b	Max Beerbohm	Essayist
m.015x63	Giselle Blondet	Actress
m.015x_k	Mika Waltari	Finnish writer
m.015xg2	Elias Disney	Walt Disney's father
m.015xhx	Archon	
m.015xnd	Del Shannon	American musician
m.015xsn	Martti Ahtisaari	President of Finland
m.015xww	Carl Gustaf Emil Mannerheim	Former President of Finland
m.015xys	Risto Ryti	Politician
m.015y3w	Steffi Graf	Tennis player
m.015y4c	Armistead Maupin	American writer
m.015y7r	Joseph B. Soloveitchik	Rabbi
m.015y98	Terence Rattigan	Dramatist
m.015yb0	Dominique de Villepin	Former Prime Minister of France
m.015ybz	Jean-Pierre Raffarin	Former Prime Minister of France
m.015yg9	Roy O. Disney	American businessman
m.015ykr	Marjorie Merriweather Post	American businesswoman
m.015ylh	C. W. Post	
m.015z4j	Serena Williams	American tennis player
m.015zdc	Taylor Caldwell	American novelist
m.015zj4	Garret FitzGerald	Former Taoiseach
m.015zjx	Juan Pablo Montoya	Colombian racing driver
m.015zkd	Algernon Blackwood	Broadcaster
m.015zm	B. H. Liddell Hart	British soldier
m.015zm4	Eduardo Frei Montalva	Chilean Political leader
m.015zmm	Anna Katharine Green	American poet
m.016077	Sid Gillman	American football player
m.0160pf	Peter Osgood	English footballer
m.01618n	Daniel Kahneman	Psychologist
m.016194	Amos Tversky	Israeli cognitive psychologist
m.0161c2	Avril Lavigne	Singer-songwriter
m.0161fm	DeMarcus Corley	American professional boxer
m.0161h5	Angela Lansbury	American-British-Irish actress
m.0161hn	Charles Stewart Parnell	Politician
m.0161p9	Thomas Sankara	Former President of Burkina Faso
m.0161sp	Lenny Kravitz	American singer-songwriter
m.016200	Maynard Ferguson	Canadian jazz trumpeter
m.01626g	Thomas Wolfe	American novelist
m.0162c8	Brett Ratner	American director
m.0162lw	Wilson Pickett	American singer
m.0162mc	Colin Cowdrey	Cricketer
m.0162n1	Jacques Delors	French Politician
m.0162wz	Pearl S. Buck	American writer
m.01632_	Hal Newhouser	American professional baseball player
m.01635v	Bobby Bland	American singer
m.01637n	Doc Pomus	American singer
m.01639k	Lilian, Princess of Réthy	
m.0163bt	Duane Eddy	American guitarist
m.0163kf	Gladys Knight	American singer-songwriter
m.0163l9	Dick Gephardt	American Politician
m.0163rk	Mark Madsen	American basketball player
m.0163s9	Gene Pitney	American singer-songwriter
m.0163t3	Sharon Osbourne	American-British television personality
m.0163ww	Fuxi	
m.0163y8	Stanley Ketchel	American professional boxer
m.0164c4	Kelly Ripa	American actress
m.0164gr	T-Bone Walker	American guitarist
m.0164lp	Süleyman Demirel	Former President of Turkey
m.0164nb	David Hasselhoff	American actor
m.0164w8	Conrad Hall	American cinematographer
m.0164y7	Frank Loesser	American songwriter
m.01653g	Thomas Muster	Tennis player
m.0165_0	Prince Albert Victor, Duke of Clarence and Avondale	Biographer
m.0165cp	Virginie Ledoyen	French actress
m.0165dv	Herman Kahn	Futurist
m.0165gc	Shawn Mullins	American singer-songwriter
m.0165hs	Howlin' Wolf	Singer
m.0165ky	Elmore James	American guitarist
m.0165n5	Dinah Washington	American singer
m.0165pv	Hans Heinrich Thyssen-Bornemisza	Industrialist
m.0165sj	Qian Xuantong	Chinese linguist
m.0165ys	Celia Cruz	Singer
m.01666h	Margaret Drabble	English novelist
m.01668y	Husband E. Kimmel	Admiral
